f,c1,c2
-3.855323154127693330e-01,1.000000000000000000e+00,2.000000000000000000e+00
2.898567521686492565e-01,1.000000000000000000e+00,2.000000000000000000e+00
-6.911455577626509639e-01,5.000000000000000000e+00,2.000000000000000000e+00
6.665800406127307953e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.602582394269367994e+00,5.000000000000000000e+00,4.000000000000000000e+00
-2.042510143628676611e-01,1.000000000000000000e+00,4.000000000000000000e+00
-4.330172381596850695e-01,1.000000000000000000e+00,2.000000000000000000e+00
-3.416012422246305635e-01,1.000000000000000000e+00,2.000000000000000000e+00
-9.880519965443361752e-01,1.000000000000000000e+00,4.000000000000000000e+00
-3.831911348573545095e-01,5.000000000000000000e+00,2.000000000000000000e+00
2.846299008007528442e-01,5.000000000000000000e+00,2.000000000000000000e+00
-3.478712613594795999e-01,5.000000000000000000e+00,2.000000000000000000e+00
-1.305261365133324469e+00,5.000000000000000000e+00,2.000000000000000000e+00
1.747928970077858857e+00,1.000000000000000000e+00,2.000000000000000000e+00
2.226175168468442697e-02,1.000000000000000000e+00,4.000000000000000000e+00
-1.718056544410282660e+00,5.000000000000000000e+00,2.000000000000000000e+00
1.361346778785434752e+00,1.000000000000000000e+00,4.000000000000000000e+00
1.493815566361590963e-01,5.000000000000000000e+00,2.000000000000000000e+00
-9.908620007578391453e-01,1.000000000000000000e+00,2.000000000000000000e+00
-5.150479508285794594e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.206519223702618021e-01,5.000000000000000000e+00,2.000000000000000000e+00
5.533801649092627561e-02,5.000000000000000000e+00,4.000000000000000000e+00
-4.348022082857281312e-01,1.000000000000000000e+00,4.000000000000000000e+00
-7.647449986560479473e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.111057455085279422e+00,1.000000000000000000e+00,4.000000000000000000e+00
1.044886713509874943e+00,5.000000000000000000e+00,4.000000000000000000e+00
-2.055086150279056501e+00,1.000000000000000000e+00,4.000000000000000000e+00
-4.302757980637229029e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.171741242946262307e-01,5.000000000000000000e+00,2.000000000000000000e+00
2.797144409669610754e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.315095456377104233e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.550711987029075090e+00,5.000000000000000000e+00,4.000000000000000000e+00
-4.663112671300428946e-01,1.000000000000000000e+00,2.000000000000000000e+00
-4.219194197720438355e-01,1.000000000000000000e+00,4.000000000000000000e+00
-2.180037841925973385e+00,1.000000000000000000e+00,2.000000000000000000e+00
-7.453092587415641734e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.979793456657121808e+00,1.000000000000000000e+00,4.000000000000000000e+00
-9.697595079674458107e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.391756430658164678e+00,5.000000000000000000e+00,4.000000000000000000e+00
-1.497914892926130115e+00,1.000000000000000000e+00,4.000000000000000000e+00
-1.238290026708671387e+00,5.000000000000000000e+00,2.000000000000000000e+00
1.143255578624532198e+00,5.000000000000000000e+00,4.000000000000000000e+00
-1.122636718595127370e+00,5.000000000000000000e+00,4.000000000000000000e+00
7.900389538163724579e-01,5.000000000000000000e+00,2.000000000000000000e+00
2.098513556126672341e+00,5.000000000000000000e+00,2.000000000000000000e+00
-3.134038761166453302e-01,5.000000000000000000e+00,2.000000000000000000e+00
-7.370871875447686516e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.974781890508420901e+00,5.000000000000000000e+00,2.000000000000000000e+00
-2.096481563678851412e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.286902611380963846e+00,1.000000000000000000e+00,2.000000000000000000e+00
-5.732544169109838883e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.085502594666142850e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.699960311867949880e-02,5.000000000000000000e+00,4.000000000000000000e+00
1.057315763924743246e-01,5.000000000000000000e+00,2.000000000000000000e+00
-2.405947238970235214e-01,5.000000000000000000e+00,4.000000000000000000e+00
4.907361669730820886e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.113107087155281505e+00,5.000000000000000000e+00,4.000000000000000000e+00
-7.308307325130208865e-01,5.000000000000000000e+00,2.000000000000000000e+00
3.848874740243530268e-01,1.000000000000000000e+00,4.000000000000000000e+00
-8.092168441389154809e-01,1.000000000000000000e+00,4.000000000000000000e+00
3.029000858584311451e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.378587662455926122e+00,1.000000000000000000e+00,2.000000000000000000e+00
-1.569258174110994331e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.124327275045191810e+00,5.000000000000000000e+00,2.000000000000000000e+00
7.308345955013152428e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.952143235018521494e+00,5.000000000000000000e+00,2.000000000000000000e+00
-2.861478424332861703e-01,5.000000000000000000e+00,4.000000000000000000e+00
-4.582430184561996911e-01,1.000000000000000000e+00,2.000000000000000000e+00
-2.987626514507594755e-01,1.000000000000000000e+00,2.000000000000000000e+00
-6.234928125859128256e-01,5.000000000000000000e+00,4.000000000000000000e+00
2.043194775481810943e+00,1.000000000000000000e+00,4.000000000000000000e+00
-4.469259355442797843e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.034979495819147999e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.576457738574284173e+00,5.000000000000000000e+00,2.000000000000000000e+00
-1.130460561725729271e-02,5.000000000000000000e+00,4.000000000000000000e+00
-5.576580909419442955e-01,1.000000000000000000e+00,4.000000000000000000e+00
-3.083330081166030245e-01,5.000000000000000000e+00,2.000000000000000000e+00
-1.224750918232385549e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.539952738465699134e-01,1.000000000000000000e+00,2.000000000000000000e+00
-5.610596638703105876e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.135940197769974569e+00,1.000000000000000000e+00,4.000000000000000000e+00
1.945517109153931667e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.455607768598956353e+00,5.000000000000000000e+00,2.000000000000000000e+00
-5.443903075870296648e-01,1.000000000000000000e+00,2.000000000000000000e+00
-6.945832720455292764e-01,1.000000000000000000e+00,2.000000000000000000e+00
-9.953040439948028784e-01,1.000000000000000000e+00,2.000000000000000000e+00
2.701374055219630393e-02,5.000000000000000000e+00,4.000000000000000000e+00
-1.249410952171311928e+00,1.000000000000000000e+00,4.000000000000000000e+00
9.863316574785674362e-02,5.000000000000000000e+00,4.000000000000000000e+00
-8.354323515763047159e-02,1.000000000000000000e+00,2.000000000000000000e+00
1.630558880730037241e-01,5.000000000000000000e+00,4.000000000000000000e+00
8.813455023250549303e-02,5.000000000000000000e+00,4.000000000000000000e+00
9.759216805464588917e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.777305750194604128e+00,5.000000000000000000e+00,4.000000000000000000e+00
-5.971794181202052521e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.618484365528932045e+00,1.000000000000000000e+00,4.000000000000000000e+00
-9.471616777817036537e-02,1.000000000000000000e+00,2.000000000000000000e+00
-8.935005351266710472e-01,1.000000000000000000e+00,4.000000000000000000e+00
5.050754681423980097e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.434335693296031389e+00,5.000000000000000000e+00,4.000000000000000000e+00
-1.066043154266201887e+00,1.000000000000000000e+00,4.000000000000000000e+00
8.172822852300015706e-01,5.000000000000000000e+00,4.000000000000000000e+00
-8.747424139531212450e-01,1.000000000000000000e+00,4.000000000000000000e+00
7.486655177899886882e-01,5.000000000000000000e+00,2.000000000000000000e+00
-1.575389065003322264e-01,5.000000000000000000e+00,2.000000000000000000e+00
-7.263869121762561720e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.022883960872477543e-01,5.000000000000000000e+00,2.000000000000000000e+00
3.791466011199829955e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.833852744248830158e+00,5.000000000000000000e+00,2.000000000000000000e+00
9.980313822824423697e-01,5.000000000000000000e+00,4.000000000000000000e+00
8.138646945046128511e-01,5.000000000000000000e+00,2.000000000000000000e+00
-6.191027732920998394e-01,5.000000000000000000e+00,4.000000000000000000e+00
-2.671297050224756831e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.058652021699484136e+00,1.000000000000000000e+00,4.000000000000000000e+00
-1.386975395595422267e-01,1.000000000000000000e+00,4.000000000000000000e+00
4.931084586783401336e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.269621752685408389e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.883869434199195447e-01,5.000000000000000000e+00,4.000000000000000000e+00
-9.555208319277084250e-01,5.000000000000000000e+00,2.000000000000000000e+00
-7.679843210911784235e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.301445004157071983e+00,5.000000000000000000e+00,2.000000000000000000e+00
-1.556021471083526286e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.245217417568924151e-01,5.000000000000000000e+00,4.000000000000000000e+00
-3.432122643687085094e-03,1.000000000000000000e+00,4.000000000000000000e+00
-7.789559694903566145e-01,5.000000000000000000e+00,4.000000000000000000e+00
7.780577910005694875e-01,5.000000000000000000e+00,4.000000000000000000e+00
-9.325618756349794980e-01,1.000000000000000000e+00,2.000000000000000000e+00
-5.658442378752023827e-02,1.000000000000000000e+00,4.000000000000000000e+00
-2.235080414749165412e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.293162515800924117e+00,1.000000000000000000e+00,2.000000000000000000e+00
-2.011092293616713711e+00,5.000000000000000000e+00,4.000000000000000000e+00
-3.289470789461385741e-02,5.000000000000000000e+00,2.000000000000000000e+00
2.687763101108496533e-02,1.000000000000000000e+00,2.000000000000000000e+00
-2.168620668261736384e+00,1.000000000000000000e+00,4.000000000000000000e+00
-7.357158449426816071e-01,1.000000000000000000e+00,2.000000000000000000e+00
-5.116255809231646801e-01,5.000000000000000000e+00,4.000000000000000000e+00
-8.330547801093864113e-02,1.000000000000000000e+00,4.000000000000000000e+00
3.414813725536073319e-01,1.000000000000000000e+00,4.000000000000000000e+00
5.262246624872533030e-01,1.000000000000000000e+00,2.000000000000000000e+00
-6.377786970311905002e-02,1.000000000000000000e+00,2.000000000000000000e+00
6.561044646136424130e-02,5.000000000000000000e+00,4.000000000000000000e+00
-1.029795134540494872e-01,1.000000000000000000e+00,4.000000000000000000e+00
8.741438464515265405e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.669736391712498103e+00,1.000000000000000000e+00,2.000000000000000000e+00
-7.414439051229333444e-01,5.000000000000000000e+00,4.000000000000000000e+00
5.425704917704003982e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.059264818593058433e+00,1.000000000000000000e+00,4.000000000000000000e+00
3.779292961114341654e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.460997677089320712e-01,1.000000000000000000e+00,2.000000000000000000e+00
-2.298771619984757208e+00,1.000000000000000000e+00,4.000000000000000000e+00
-1.693811304777331772e+00,5.000000000000000000e+00,2.000000000000000000e+00
-8.918653281193621440e-01,1.000000000000000000e+00,4.000000000000000000e+00
-8.457430650092586655e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.822170442868255025e+00,1.000000000000000000e+00,2.000000000000000000e+00
8.618022786843880512e-02,5.000000000000000000e+00,4.000000000000000000e+00
1.158701639955838525e+00,1.000000000000000000e+00,4.000000000000000000e+00
4.536935952828543561e-01,1.000000000000000000e+00,4.000000000000000000e+00
2.726489083327680030e-01,5.000000000000000000e+00,2.000000000000000000e+00
3.663628464644251292e-01,1.000000000000000000e+00,2.000000000000000000e+00
-5.936145986709548961e-01,1.000000000000000000e+00,2.000000000000000000e+00
8.453935854105308900e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.902268107571393752e-01,1.000000000000000000e+00,4.000000000000000000e+00
9.413705918785908455e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.276331550580649399e+00,5.000000000000000000e+00,4.000000000000000000e+00
2.761959284524932112e+00,1.000000000000000000e+00,2.000000000000000000e+00
7.407005112115567780e-01,1.000000000000000000e+00,4.000000000000000000e+00
3.578918243626824092e-01,5.000000000000000000e+00,2.000000000000000000e+00
-5.056964516284097044e-01,1.000000000000000000e+00,4.000000000000000000e+00
9.292977331273195585e-01,1.000000000000000000e+00,4.000000000000000000e+00
-2.322345636044710615e-01,1.000000000000000000e+00,4.000000000000000000e+00
-8.505365382512274364e-01,5.000000000000000000e+00,4.000000000000000000e+00
-3.078693106330274709e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.250065665134157289e+00,1.000000000000000000e+00,4.000000000000000000e+00
1.397619943272257359e+00,1.000000000000000000e+00,2.000000000000000000e+00
2.139201472919213032e+00,1.000000000000000000e+00,4.000000000000000000e+00
6.416912142662548613e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.728103890706249868e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.952618875072290594e+00,1.000000000000000000e+00,2.000000000000000000e+00
-6.788586488417450160e-02,1.000000000000000000e+00,4.000000000000000000e+00
-2.370645515144862880e+00,5.000000000000000000e+00,2.000000000000000000e+00
7.382095489938457211e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.863678824923346022e-01,5.000000000000000000e+00,2.000000000000000000e+00
2.106071508870543119e-01,5.000000000000000000e+00,4.000000000000000000e+00
-7.813142338968697143e-01,1.000000000000000000e+00,4.000000000000000000e+00
-6.284352441355973706e-01,1.000000000000000000e+00,2.000000000000000000e+00
3.079579842819745839e+00,1.000000000000000000e+00,2.000000000000000000e+00
5.088568849314283327e-01,1.000000000000000000e+00,2.000000000000000000e+00
-4.567816391693261813e-01,1.000000000000000000e+00,4.000000000000000000e+00
2.465306876847327133e-01,1.000000000000000000e+00,2.000000000000000000e+00
7.684770078395801729e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.252479800062274995e-01,5.000000000000000000e+00,2.000000000000000000e+00
7.194415706930119558e-01,1.000000000000000000e+00,2.000000000000000000e+00
7.430101212452673298e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.070754279470320869e+00,5.000000000000000000e+00,4.000000000000000000e+00
2.305045376645121102e+00,1.000000000000000000e+00,2.000000000000000000e+00
-9.318679661667454983e-01,5.000000000000000000e+00,2.000000000000000000e+00
-2.385468063081021273e-01,1.000000000000000000e+00,2.000000000000000000e+00
8.512784956287380300e-01,5.000000000000000000e+00,2.000000000000000000e+00
-2.457246818161955115e+00,1.000000000000000000e+00,4.000000000000000000e+00
2.127701238366770317e-02,1.000000000000000000e+00,2.000000000000000000e+00
-1.165665685333446694e-01,1.000000000000000000e+00,4.000000000000000000e+00
6.708521720831867041e-01,5.000000000000000000e+00,2.000000000000000000e+00
7.163129686532162532e-01,5.000000000000000000e+00,4.000000000000000000e+00
-5.659239886690344834e-01,5.000000000000000000e+00,2.000000000000000000e+00
-1.350308662811631422e+00,1.000000000000000000e+00,2.000000000000000000e+00
3.916576615966566033e-01,5.000000000000000000e+00,2.000000000000000000e+00
6.900809061661844490e-02,1.000000000000000000e+00,4.000000000000000000e+00
1.963560321598094349e+00,5.000000000000000000e+00,4.000000000000000000e+00
-5.240245713910065550e-01,5.000000000000000000e+00,4.000000000000000000e+00
-6.716104837157880203e-01,5.000000000000000000e+00,2.000000000000000000e+00
-1.431020740066768493e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.448873920253180403e+00,5.000000000000000000e+00,4.000000000000000000e+00
-5.920436618630284809e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.752691255849590402e+00,5.000000000000000000e+00,4.000000000000000000e+00
-6.031387183345063852e-01,5.000000000000000000e+00,4.000000000000000000e+00
-4.153380436593691605e-01,1.000000000000000000e+00,2.000000000000000000e+00
-5.463500231446960509e-01,1.000000000000000000e+00,4.000000000000000000e+00
3.063993428497675531e-01,5.000000000000000000e+00,2.000000000000000000e+00
9.802155482563300326e-02,1.000000000000000000e+00,4.000000000000000000e+00
3.015134590780717966e-02,1.000000000000000000e+00,2.000000000000000000e+00
1.280839706338817163e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.837556581067677497e+00,5.000000000000000000e+00,4.000000000000000000e+00
7.818684276992139415e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.192415969222601069e+00,1.000000000000000000e+00,4.000000000000000000e+00
1.591545447964696658e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.744398838858207679e+00,1.000000000000000000e+00,2.000000000000000000e+00
-1.379164552839712510e+00,5.000000000000000000e+00,2.000000000000000000e+00
-2.603542076669099203e-01,5.000000000000000000e+00,2.000000000000000000e+00
-2.839104360326830112e-02,5.000000000000000000e+00,2.000000000000000000e+00
6.574431336437530637e-02,1.000000000000000000e+00,2.000000000000000000e+00
-1.039762956963398821e+00,5.000000000000000000e+00,4.000000000000000000e+00
-2.111314508804224832e-01,5.000000000000000000e+00,2.000000000000000000e+00
7.423320661269408038e-01,1.000000000000000000e+00,2.000000000000000000e+00
7.354340412365055757e-01,1.000000000000000000e+00,4.000000000000000000e+00
-2.086656872132700014e-01,5.000000000000000000e+00,4.000000000000000000e+00
-4.973993901335295176e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.592544838686093422e+00,1.000000000000000000e+00,2.000000000000000000e+00
-9.908287512943995123e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.754987944752332885e+00,1.000000000000000000e+00,2.000000000000000000e+00
2.824961542121548486e-01,5.000000000000000000e+00,4.000000000000000000e+00
-3.297979375531588375e-01,5.000000000000000000e+00,4.000000000000000000e+00
7.437720629941255712e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.117258527508108168e+00,1.000000000000000000e+00,2.000000000000000000e+00
-7.849634162261146519e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.241013301056887036e-01,1.000000000000000000e+00,4.000000000000000000e+00
-4.415367006090098467e-01,1.000000000000000000e+00,4.000000000000000000e+00
5.793194275193140896e-01,5.000000000000000000e+00,2.000000000000000000e+00
-1.848584756462796075e-01,5.000000000000000000e+00,4.000000000000000000e+00
-4.914209066811304760e-01,5.000000000000000000e+00,4.000000000000000000e+00
-9.997081368429144854e-01,5.000000000000000000e+00,4.000000000000000000e+00
2.333979659398599804e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.052540957219496726e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.561978394024148509e+00,5.000000000000000000e+00,2.000000000000000000e+00
-6.853781572201742556e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.175372534022540050e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.130891006144411071e-01,5.000000000000000000e+00,4.000000000000000000e+00
8.057405827910332219e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.481623284057198009e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.280428525919042437e+00,5.000000000000000000e+00,2.000000000000000000e+00
8.932367309139577216e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.510152069924824314e+00,1.000000000000000000e+00,4.000000000000000000e+00
-1.696620736462675361e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.047215512016466121e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.942562225376776253e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.411097429568599626e+00,1.000000000000000000e+00,4.000000000000000000e+00
-1.308711030476535919e-01,1.000000000000000000e+00,4.000000000000000000e+00
9.008882636112468256e-02,1.000000000000000000e+00,4.000000000000000000e+00
4.221160199756229803e-01,1.000000000000000000e+00,2.000000000000000000e+00
-4.694058531833700809e-01,1.000000000000000000e+00,2.000000000000000000e+00
2.956858700270039719e-01,5.000000000000000000e+00,2.000000000000000000e+00
7.918882503214350055e-02,1.000000000000000000e+00,2.000000000000000000e+00
-3.784698509934010802e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.486663377612464476e+00,5.000000000000000000e+00,2.000000000000000000e+00
-6.316754923706195957e-01,1.000000000000000000e+00,2.000000000000000000e+00
9.855301973827639284e-01,1.000000000000000000e+00,4.000000000000000000e+00
-6.361835952035907460e-02,5.000000000000000000e+00,4.000000000000000000e+00
-9.409993126341714698e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.877453179481158030e-01,5.000000000000000000e+00,2.000000000000000000e+00
-7.318124187052790219e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.145400507909984100e-01,5.000000000000000000e+00,2.000000000000000000e+00
